Time (min),Blood Glucose (mg/dl),Sensor Glucose Readings(mg/dl)
2547,100.6360028334182,102.5391756637291
2548,100.7978722787159,102.5175339544681
2549,100.9594592492038,102.4564781535538
2550,101.120760877554,102.3560048430828
2551,101.2817743429984,102.2161106568294
2552,101.4424968708757,102.0367922797644
2553,101.6029257321824,101.8180464475762
2554,101.7630582431259,101.5598699461956
2555,101.9228917646818,101.2622596113225
2556,102.082423702154,100.9252123279553
2557,102.2416515047373,100.5487250299245
2558,102.4005726650846,100.1327946994274
2559,102.5591847188759,99.72861074344507
2560,102.7174852443915,99.33617023952773
2561,102.8754718620875,98.95547031221716
2562,103.0331422341754,98.58650813259402
2563,103.1904940642042,98.22928091782839
2564,103.347525096646,97.88378593073305
2565,103.5042331164846,97.55002047931994
2566,103.6606159488074,97.2279819163598
2567,103.8166714584002,96.91766763894454
2568,103.9723975493458,96.61907508805294
2569,104.1277921646248,96.33220174811935
2570,104.2828532857203,96.05704514660547
2571,104.4375789322254,95.79360285357508
2572,104.5919671614537,95.5418724812721
2573,104.7460160680534,95.30185168370151
2574,104.8997237836238,95.1190225599214
2575,105.0530884763353,94.99338284621437
2576,105.2061083505525,94.92493031938572
2577,105.3587816464602,94.91366279635677
2578,105.5111066396925,94.95957813376134
2579,105.6630816409647,95.06267422754522
2580,105.8147049957089,95.22294901256878
2581,105.9659750837114,95.44040046221264
2582,106.1168903187544,95.71502658798636
2583,106.2674491482598,96.04682543914016
2584,106.4176500529363,96.43579510227976
2585,106.5674915464292,96.88193370098423
2586,106.7169721749733,97.38523939542682
2587,106.8660905170488,97.9457103819988
2588,107.0148451830399,98.56334489293636
2589,107.1632348148961,99.16642895268802
2590,107.311258085797,99.7549608640724
2591,107.4589136996454,100.3289389646514
2592,107.6064280256931,100.8883663366757
2593,107.7554990278231,101.4333278018894
2594,107.9068449242012,101.9640485906206
2595,108.0572157654247,102.4806062392941
2596,108.2035270832642,102.9827548680091
2597,108.3443312569875,103.4700708675729
2598,108.4798852851058,103.9421100708907
2599,108.6140308768969,104.3986329548971
2600,108.7581856045503,104.8400773981752
2601,108.9353978826169,105.2683833996813
2602,109.1785802479328,105.6878881801399
2603,109.5216290796378,106.1056205432094
2604,109.991962837091,106.5319106166429
2605,110.6094092030691,106.9772242014206
2606,111.3884100214036,107.4526040149897
2607,112.3393910134869,107.9692204966876
2608,113.4674978224251,108.5379343408518
2609,114.774256120417,109.1689147843867
2610,116.2583394672855,109.8714196767929
2611,117.9159549027602,110.6536390843627
2612,119.7411577865945,111.5225842236812
2613,121.7261064795917,112.4840120192166
2614,123.8612675885147,113.5423769621837
2615,126.1355824432381,114.7008039316853
2616,128.5366066942736,115.9610771200012
2617,131.0506365060453,117.3236417966925
2618,133.6628364433732,118.7876172295088
2619,136.3573849241622,120.3518244804297
2620,139.1176519481005,122.0128149774355
2621,141.9264197301386,123.7659252552569
2622,144.7661495554516,125.6053452480573
2623,147.6192884999591,127.5242063591619
2624,150.468599767153,129.514690441343
2625,153.2974930627414,131.5681588926019
2626,156.0903289299036,133.6752988664523
2627,158.8326739882515,135.8262816178043
2628,161.5114913843795,138.0109266907773
2629,164.1152600770689,140.2188652301294
2630,166.6340253366388,142.4396961410527
2631,169.0593893099249,144.663129917661
2632,171.3844540666593,146.8791164077802
2633,173.6037304778611,149.0779542947844
2634,175.7130253329952,151.242130953519
2635,177.7093171120732,153.3628949072169
2636,179.5906284716406,155.4320589939138
2637,181.3559012294754,157.4420378003173
2638,183.0048776799693,159.385870743807
2639,184.5379905250825,161.2572327782729
2640,185.9562625559695,163.0504346719612
2641,187.2612164134782,164.7604146931355
2642,188.4547942221049,166.3827233775214
2643,189.5392865638615,167.9135028660716
2644,190.5172700777384,169.3494621104458
2645,191.3915528908149,170.6878490583126
2646,192.1651270737529,171.9264207580551
2647,192.841127341222,173.0634121663
2648,193.4227952691619,174.0975043032703
2649,193.9134483638244,175.0756262295411
2650,194.3164533845344,175.9972554672047
2651,194.6352033882705,176.8622208930574
2652,194.8730980266861,177.6706725633911
2653,195.0335266836132,178.4230526138864
2654,195.119854092805,179.1200673766451
2655,195.1354081216123,179.7626608133401
2656,195.0834694467147,180.3519893281593
2657,194.9672628833447,180.8893979954906
2658,194.7899501601667,181.3763982141224
2659,194.5546239586083,181.8146467812125
2660,194.2643030584975,182.2059263646628
2661,193.9219284517962,182.5521273411571
2662,193.5303603034619,182.8552309584353
2663,193.0923756533906,183.1172937739212
2664,192.6106667663134,183.3565326614716
2665,192.0878400477365,183.5751129534575
2666,191.5264154537562,183.7752357263418
2667,190.9288263310667,183.9591267941351
2668,190.2974196308899,184.1290266954214
2669,189.6344564470319,184.2871816158696
2670,188.9421128339584,184.4358351891598
2671,188.2224808657743,184.5772211206509
2672,187.4775699013929,184.7135565798124
2673,186.7093080250717,184.8470363093586
2674,185.9195436349263,184.9798274010943
2675,185.110047155091,185.1140646906563
2676,184.2825128499022,185.2518467255776
2677,183.4385607209002,185.395232263365
2678,182.5797384695957,185.5462372585544
2679,181.7075235108741,185.6131011879631
2680,180.8233250236337,185.5977471255151
2681,179.9284860267943,185.5020488602835
2682,179.0242854701995,185.3278294733763
2683,178.1119403311786,185.0768602313736
2684,177.1926077086476,184.7508597679591
2685,176.2673869076384,184.3514935272576
2686,175.3373215080439,183.8803734441767
2687,174.4034014121838,183.3390578387508
2688,173.4665648665257,182.7290515031056
2689,172.5277004535585,182.0518059611954
2690,171.5876490504056,181.3087198829193
2691,170.647205751303,180.5011396355953
2692,169.7071217515477,179.6303599570668
2693,168.7681061909551,178.6976247359357
2694,167.8308279552531,177.7555188730465
2695,166.895917434192,176.8051872620075
2696,165.9639682354631,175.8477268023755
2697,165.0355388538007,174.8841874852451
2698,164.1111542948974,173.9155735292864
2699,163.1913076539865,172.9428445586138
2700,162.2764616491509,171.9669168146466
2701,161.3670501095991,170.9886643948351
2702,160.463479419309,170.008920511801
2703,159.5661299165895,169.0284787670616
2704,158.6753572502342,168.0480944340893
2705,157.7914936930623,167.0684857459943
2706,156.9148494137399,166.0903351836216
2707,156.045713707872,165.1142907603127
2708,155.1843561894341,164.1409673000185
2709,154.3310279436907,163.1920703953296
2710,153.4859626428113,162.2681522849228
2711,152.6493776254578,161.3697357851454
2712,151.8214749416747,160.4973155158904
2713,151.0024423644626,159.6513591086527
2714,150.1924543694662,158.8323083954342
2715,149.3916730842562,158.0405805774219
2716,148.6002492087278,157.2765693725898
2717,147.8183229081872,156.5406461415949
2718,147.0460246807406,155.833160991536
2719,146.2834762006502,155.1544438573306
2720,145.5307911393723,154.5048055606387
2721,144.7880759660435,153.8845388464269
2722,144.0554307292422,153.2939193974178
2723,143.3329498219141,152.7332068268164
2724,142.620722731421,152.1178545780722
2725,141.9188347767489,151.4480930194148
2726,141.2273678349979,150.7241393033376
2727,140.5464010593722,149.946198279018
2728,139.8760115909943,149.1144633869413
2729,139.2162752669902,148.2291175368833
2730,138.567267327422,147.2903339705322
2731,137.9290631237964,146.2982771101503
2732,137.3017388320435,145.2531033948054
2733,136.685372173044,144.1549621058323
2734,136.0800431439907,143.0039961833197
2735,135.4858347640977,141.8003430355666
2736,134.9028338384201,140.5441353435991
2737,134.3311317438285,139.2355018630076
2738,133.7708252414827,137.874568225532
2739,133.22201732048,136.5957727644359
2740,132.6848180777139,135.3992372808097
2741,132.159345639359,134.2850828823561
2742,131.6457271298088,133.2534308122495
2743,131.1440996943165,132.3044032930069
2744,130.6546115820254,131.4381243891543
2745,130.1774232965146,130.6547208927546
2746,129.7127088213968,129.9543232361563
2747,129.2606569288818,129.3370664366267
2748,128.821472579509,128.8030910778402
2749,128.3953784214126,128.3525443334895
2750,127.9826163974444,127.9855810385692
2751,127.5834494681432,127.7023648141168
2752,127.1981634577814,127.5030692513627
2753,126.8270690293592,127.3878791613007
2754,126.4705037922336,127.1785172355842
2755,126.1288345427407,126.8751947643124
2756,125.8024596333016,126.4781384555922
2757,125.4918114585567,125.9875920006163
2758,125.1973590373701,125.4038177262124
2759,124.919610656198,124.7270983341581
2760,124.6591165212417,123.957738722729
2761,124.4164713426333,123.0960678805708
2762,124.1923167420389,122.1424408355775
2763,123.9873433336635,121.0972406314316
2764,123.8022922757581,119.9608802910963
2765,123.6379560235268,118.7338047090363
2766,123.4951779335666,117.4164923913867
2767,123.3748502747015,116.0094569348225
2768,123.277910092892,114.5132480998301
2769,123.2053322655789,113.1847438204025
2770,123.1581189765958,112.0245668033468
2771,123.1372847687751,111.0333746003203
2772,123.1438363208215,110.2118567027101
2773,123.1787461925945,109.5607298073582
2774,123.2429200413511,109.0807308495481
2775,123.3371572815248,108.7726074109569
2776,123.46210587258,108.6371051738147
2777,123.6182128570258,108.6749522250789
2778,123.8056733431977,108.8868402266134
2779,124.0243816551954,109.2734027566031
2780,124.2738891021014,109.8351914715713
2781,124.5533729820292,110.5726510931915
2782,124.8616208444718,111.4860945280223
2783,125.1970326717973,112.575679615684
2784,125.5576417119991,113.5894156756594
2785,125.9411525829138,114.5270945808036
2786,126.3449934146064,115.3883073015814
2787,126.7663775560729,116.1724398710094
2788,127.2023699096883,116.8786755141133
2789,127.6499532273102,117.5060025859761
2790,128.1060905079797,118.0532276083499
2791,128.5677807196534,118.518992459705
2792,129.0321061883377,118.9017946603722
2793,129.4962709885018,119.2000096872826
2794,129.9576304403286,119.4119143258102
2795,130.4137123509965,119.5357101910958
2796,130.8622309513746,119.5695467024859
2797,131.3010946202723,119.5115429523524
2798,131.7284085046239,119.3598080606184
2799,132.1424730798656,119.2768745551585
2800,132.5417795854667,119.260885358184
2801,132.9250031416077,119.3100231994617
2802,133.2909942213386,119.4225232018564
2803,133.6387690284744,119.5966835131748
2804,133.9674992204219,119.8308740825021
2805,134.2765013192663,120.1235437054094
2806,134.5652260739163,120.4732254783222
2807,134.8332479699018,120.8785408102362
2808,135.0802550299439,121.3382021417913
2809,135.3060390058876,121.851014519074
2810,135.5104860292349,122.4158761637237
2811,135.6935677617107,123.0317781729976
2812,135.8553330676091,123.6978034742079
2813,135.9959002148766,124.4131251480008
2814,136.1154496009714,125.109865849992
2815,136.2142169916627,125.7873719239116
2816,136.2924872554133,126.445072042096
2817,136.3505885722862,127.0824739473406
2818,136.3888870939948,127.6991609876113
2819,136.4077820304406,128.2947885017341
2820,136.4077011375801,128.8690801067036
2821,136.3890965815306,129.4218239304321
2822,136.3524411543037,129.9528688275759
2823,136.2982248173172,130.4621206105097
2824,136.2269515497923,130.9495383225268
2825,136.1391364802222,131.4151305758989
2826,136.0353032802419,131.858951973477
2827,135.9159818014098,132.2810996290311
2828,135.7817059365824,132.6817097984558
2829,135.6330116887269,133.0256384653576
2830,135.4704354311332,133.3130905518283
2831,135.2945123440718,133.5443007639157
2832,135.1057750139696,133.7195307388067
2833,134.9047521821522,133.839066329606
2834,134.6919676311236,133.9032150282295
2835,134.4679391972195,133.9123035258441
2836,134.2331778992809,133.8666754093702
2837,133.9881871737566,133.7666889917984
2838,133.7334622073483,133.6127152734457
2839,133.4694893589759,133.4051360307646
2840,133.1967456634528,133.1443420289123
2841,132.9156984098341,132.8307313539706
2842,132.6268047879306,132.4647078604675
2843,132.3305115969757,132.04667972968
2844,132.0272550108894,131.6447954791273
2845,131.7174603950095,131.2594680383898
2846,131.4015421695512,130.8911109567874
2847,131.0799037154256,130.5401373580481
2848,130.7529373183817,130.2069589823519
2849,130.4210241477547,129.8919853111614
2850,130.0845342663902,129.5956227703484
2851,129.7438266685868,129.3182740072254
2852,129.3992493431467,129.060337237222
2853,129.0511393588569,128.8222056560715
2854,128.6998229699378,128.6042669135173
2855,128.3456157391934,128.4069026446964
2856,127.9888226767823,128.2304880555043
2857,127.6297383926996,128.0753915584008
2858,127.2686472612146,127.9419744552724
2859,126.9058235956602,127.7761101587461
2860,126.5415318320996,127.5781449703508
2861,126.1760267205252,127.3484173803857
2862,125.8095535223587,127.0872579081854
2863,125.4423482131289,126.7949889747786
2864,125.0746376893023,126.4719248054418
2865,124.7066399783346,126.1183713597886
2866,124.3385644510943,125.7346262871682
2867,123.9706120358904,125.3209789052718
2868,123.6029754334049,124.8777101999708
2869,123.2358393319017,124.4050928445292
2870,122.8693806221429,123.9033912364438
2871,122.5037686115009,123.3728615502767
2872,122.1391652368071,122.8137518049472
2873,121.7757252755273,122.2263019440479
2874,121.4135965548983,121.678297986951
2875,121.0529201586994,121.1699640130381
2876,120.6938306313744,120.7015163325112
2877,120.3364561792501,120.2731636062854
2878,119.9809188686315,119.885106973059
2879,119.6273348205848,119.5375401826253
2880,119.2758144022414,119.2306497345581
2881,118.9264624144863,118.964615021468
2882,118.5793782759135,118.7396084760874
2883,118.2346562029518,118.5557957214998
2884,117.8923853860851,118.4133357238802
2885,117.5526501621065,118.3123809471685
2886,117.2155301823622,118.2530775091421
2887,116.8811005769553,118.2355653383985
2888,116.5494321148923,118.2599783318034
2889,116.2205913601664,118.2354203630685
2890,115.8946408237834,118.1620137377962
2891,115.5716391117446,118.0398752010945
2892,115.2516410690093,117.8691160931646
2893,114.934697919468,117.6498425036594
2894,114.6208574019647,117.382155424567
2895,114.3101639024104,117.0661509013975
2896,114.0026585820383,116.7019201824771
2897,113.6983795018028,116.2895498661796
2898,113.3975985054637,115.8291266754207
2899,113.1024472594987,115.320828958016
2900,112.8139278416437,114.7650145167468
2901,112.5270925040075,114.1618187914364
2902,112.2369707376134,113.5108673921352
2903,111.9411559446627,112.8114937117344
2904,111.6397716340544,112.1735317641484
2905,111.3380934048628,111.5965450889387
2906,111.0523583586702,111.0810588466395
2907,110.8159588920307,110.6297671682329
2908,110.6773147778459,110.2488795235458
2909,110.6868788677846,109.9486092392421
2910,110.8857927254114,109.7424141382254
2911,111.3040153676901,109.6457178218511
2912,111.9635475619101,109.6748594532926
2913,112.8808263728347,109.8464351019947
2914,114.0649129869353,110.1766953698099
2915,115.519295647565,110.6809708806616
2916,117.2431424504479,111.3733245003663
2917,119.2318649416177,112.2663032170354
2918,121.4775777195867,113.3707582211638
2919,123.969470861035,114.5726084709545
2920,126.6941107201898,115.8789756506405
2921,129.6356845687976,117.2950212736416
2922,132.7762056342975,118.8239185855445
2923,136.0956971615327,120.4668443393614
2924,139.5723765732999,122.2229877127457
2925,143.1828625249613,124.0895758686227
2926,146.9024270697663,126.0619177541792
2927,150.7053106436186,128.1334694174468
2928,154.5651082077854,130.2959250277172
2929,158.4552212944336,132.5393375628607
2930,162.3493555217066,134.8522716010766
2931,166.222030448095,137.2219879813169
2932,170.0490623292515,139.6346567892694
2933,173.807982372143,142.075591925525
2934,177.4783625361445,144.6340954148009
2935,181.0420345917846,147.2945121521303
2936,184.4832020749922,150.0410688142051
2937,187.7884558723569,152.8580993088721
2938,190.9467109756774,155.7302475897
2939,193.9490845161575,158.6426436922272
2940,196.7887345236634,161.581051020205
2941,199.4606383864544,164.5319843311635
2942,201.960592633345,167.4827637897412
2943,204.2865481135501,170.4215572186439
2944,206.4380828503534,173.337497336629
2945,208.4158779655646,176.2207084846432
2946,210.2215604116757,179.0623093627697
2947,211.8575603198977,181.8544020327263
2948,213.3269830364891,184.5900497461689
2949,214.6334953125566,187.2314424531118
2950,215.7812247542793,189.7734658317596
2951,216.7746714563986,192.2118548870647
2952,217.6186306745529,194.5431474274314
2953,218.318125399676,196.7646352302422
2954,218.878347750543,198.8743139452315
2955,219.3046081783018,200.8708325962093
2956,219.6022915659647,202.7534433776863
2957,219.7768193977193,204.5219523019443
2958,219.8336172622707,206.1766711319667
2959,219.7780870382429,207.7183709341247
2960,219.6155831864546,209.1482374993621
2961,219.3513926430858,210.4678288106963
2962,218.9907178694168,211.6790346761906
2963,218.5386626683346,212.7840385983893
2964,218.0002204257225,213.7146206906147
2965,217.3802644768221,214.4734465256725
2966,216.6835403343304,215.0633745636048
2967,215.914659547,215.4874269988252
2968,215.0780949854194,215.7487627447171
2969,214.1781773759994,215.8506524834238
2970,213.219092925444,215.7964556999559
2971,212.2048818965465,215.5895996136878
2972,211.1394380123969,215.2335599163757
2973,210.0265085803142,214.7318432236108
2974,208.8696952393039,214.0879711457977
2975,207.6724552458175,213.3054658850569
2976,206.4381032222599,212.3878372656534
2977,205.1698133012169,211.3385711074675
2978,203.8706216059167,210.1611188544867
2979,202.5434290141143,208.958465971771
2980,201.1910041585114,207.7339686345526
2981,199.8159866220873,206.4909242224874
2982,198.4208786740795,205.2325651058461
2983,197.0075854592299,203.9620342538016
2984,195.5782144300984,202.6823635655285
2985,194.134948588259,201.396509992486
2986,192.6798565616078,200.1073555773119
2987,191.2148970245262,198.817704105522
2988,189.741922975732,197.5302784496482
2989,188.2626858900082,196.2477185314787
2990,186.7788397554401,194.972579835985
2991,185.2919450043638,193.7073324173852
2992,183.80347234368,192.4543603437659
2993,182.3148064883315,191.215961531924
2994,180.8272498003996,189.9841611170479
2995,179.3420258353513,188.7610855643288
2996,177.860282796344,187.548776616534
2997,176.3830968971087,186.3491922916015
2998,174.9114756337168,185.1642080889215
2999,173.4463609654544,183.995618377336
3000,171.9886324050326,182.8451379403342
3001,170.5391100184413,181.7144036561517
3002,169.0985573348694,180.6049762925217
3003,167.667684167266,179.5183423976906
3004,166.2471493442791,178.4559162710285
3005,164.8375633544848,177.4190419981353
3006,163.4394909039905,176.4089955367934
3007,162.0534533886696,175.4269868414542
3008,160.6799312824445,174.4741620151697
3009,159.3193664431944,173.5673419683381
3010,157.9721643380044,172.7075516180668
3011,156.6386961896082,171.8957585561364
3012,155.3193010459965,171.1328752212181
3013,154.0142877752778,170.4197610584253
3014,152.7239369879752,169.7572246607112
3015,151.4485028890364,169.1460258873211
3016,150.1882150619156,168.5868779551428
3017,148.9432801871606,168.0804494993965
3018,147.7138836980056,167.627366600639
3019,146.5001913755325,167.2282147755642
3020,145.3023508860214,166.8835409295372
3021,144.1204932631649,166.5938552692267
3022,142.9547343378734,166.3596331740874
3023,141.8051761184491,166.1813170258068
3024,140.6719081239596,165.9504427752521
3025,139.5550086736957,165.6673921263072
3026,138.4545461356524,165.3325190171803
3027,137.3705801370372,164.9461512791217
3028,136.3031627398746,164.5085922531875
3029,135.2523395848493,164.0201223658289
3030,134.2181510066173,163.4810006642993
3031,133.2006331239054,162.8914663130798
3032,132.1998189078269,162.2517400527171
3033,131.2157392319612,161.562025622658
3034,130.2484239078818,160.8225111498464
3035,129.2979027099703,160.0333705050287
3036,128.3642063935299,159.1947646288901
3037,127.4473677104064,158.3068428303271
3038,126.5474224265471,157.3697440593373
3039,125.664410346177,156.4461456218561
3040,124.7983763475466,155.5361694807743
3041,123.9493714355199,154.6399309341449
3042,123.1174538166118,153.7575398152312
3043,122.3026900024663,152.8891016825574
3044,121.5051559481885,152.0347190037128
3045,120.7249382323986,151.1944923369165
3046,119.9621352863805,150.3685215146333
3047,119.2168586802313,149.55690683383
3048,118.4892344744953,148.7597502577892
3049,117.7794046463687,147.9771566347417
3050,117.0875286001859,147.2092349389565
3051,116.4137847725252,146.4560995403169
3052,115.7583723428816,145.7178715088326
3053,115.1215130614101,144.9946799609639
3054,114.5034532056981,144.2356721924355
3055,113.9044656788113,143.4409976558458
3056,113.3248522608865,142.6108182153924
3057,112.7649460261774,141.7453097377858
3058,112.2251139365401,140.8446637654919
3059,111.7057596206217,139.9090892812158
3060,111.2073263451908,138.938814572445
3061,110.7303001806925,137.934089204474
3062,110.2752133566879,136.8951861094876
3063,109.8426477936092,135.8224037978048
3064,109.4332387843121,134.7160686950616
3065,109.0476787810211,133.5765376056041
3066,108.6867212189404,132.4042002972902
3067,108.3511842751651,131.1994821957206
3068,108.0419544183291,129.9628471659936
3069,107.7599895480559,128.7979509095885
3070,107.5063214509072,127.7053426708204
3071,107.2820572083691,126.6856185536955
3072,107.088379080309,125.7394240890072
3073,106.9265422536871,124.8674564674947
3074,106.797869693624,124.0704662433464
3075,106.7037431701091,123.3492582538356
3076,106.6455893749859,122.7046914329853
3077,106.6248599187345,122.1376771223564
3078,106.6430039488212,121.6491754058758
3079,106.7014322219148,121.2401889277965
3080,106.801471766,120.9117536084583
3081,106.94431086284,120.6649256721694
3082,107.1309350229549,120.5007644703019
3083,107.3620559142622,120.4203107462152
3084,107.6380367436359,120.3823891868191
3085,107.958819151799,120.3879198955589
3086,108.3238579195805,120.4377131170806
3087,108.7320702977802,120.5324328602631
3088,109.1818062370864,120.6725601479463
3089,109.6708441016818,120.858358034009
3090,110.1964138078125,121.0898406331036
3091,110.7552462373539,121.3667482407092
3092,111.3436448818295,121.6885301945404
3093,111.9575735516704,122.0543365114085
3094,112.5927529698005,122.4630186305705
3095,113.2447591767489,122.913138915733
3096,113.909117668325,123.4029880027794
3097,114.5813886982492,123.9306086820465
3098,115.2572408390038,124.4938247869287
3099,115.9325114234925,125.0962161955293
3100,116.6032537247543,125.7352676926448
3101,117.2657716144228,126.4083464782192
3102,117.9166429908759,127.1127364495284
3103,118.5527335433579,127.8456710526952
3104,119.1712024901904,128.6043640375362
3105,119.7695018651693,129.3860376549544
3106,120.3453707820393,130.1879480130469
3107,120.8968259239675,131.0074074541194
3108,121.4221493115114,131.8418039305731
3109,121.9198742163699,132.6886174458046
3110,122.3887699190414,133.5454336904747
3111,122.8278258608372,134.4099550486778
3112,123.23623561549,135.280009176483
3113,123.6133810018233,136.1535553704694
3114,123.9588165744976,137.0021010864027
3115,124.2722546621966,137.8238802803779
3116,124.5535510691583,138.6172666093209
3117,124.802691514279,139.3807731451873
3118,125.0197788499383,140.1130509299508
3119,125.2050210783575,140.8128865468389
3120,125.3587201651267,141.4791988682135
3121,125.4812616362306,142.1110351253869
3122,125.5731049353977,142.7075664309001
3123,125.6347745120532,143.2680828696399
3124,125.6668516058708,143.7919882618124
3125,125.6699666913741,144.2787946883335
3126,125.6447925447891,144.7281168576931
3127,125.5920378950689,145.1396663828124
3128,125.5124416214474,145.5132460268404
3129,125.4067674608126,145.8435699210572
3130,125.2757991894847,146.1306059858915
3131,125.120336245509,146.374396307895
3132,124.9411897592443,146.5750516905595
3133,124.739178961776,146.7327463557894
3134,124.5151279424572,146.847712815145
3135,124.2698627286456,146.9202369257564
3136,124.0042086624332,146.9506531421161
3137,123.7189880508381,146.9393399717647
3138,123.4150180675338,146.8867156401144
3139,123.0931088857209,146.7932339672836
3140,122.754062023198,146.6593804577874
3141,122.3986688820533,146.4856686022128
3142,122.0277094666886,146.2726363885597
3143,121.6419512650911,146.0208430197331
3144,121.2421482793946,145.6958583573227
3145,120.829040192828,145.2982749877795
3146,120.4033518092421,144.8286980542953
3147,119.9637020828504,144.2876808944911
3148,119.5056208251292,143.6754342634626
3149,119.0262458553193,142.9917851208042
3150,118.5263350629956,142.2364949318747
3151,118.0079292618658,141.4094887297951
3152,117.473333715678,140.5108956429552
3153,116.9252431677535,139.5410555314489
3154,116.3672777435901,138.5005575551929
3155,115.8045893068626,137.3903301984007
3156,115.2438584976999,136.2117560887062
3157,114.6921941195037,134.9667255698893
3158,114.155711382382,133.6575617450983
3159,113.6389110000671,132.3827924349196
3160,113.1448877570248,131.1451133098611
3161,112.6758073459989,129.9472099738699
3162,112.233117779124,128.7916899661633
3163,111.8173356350115,127.6810125197243
3164,111.428478984286,126.6174368419448
3165,111.0661960580623,125.6030031842084
3166,110.7298102395512,124.6395213899535
3167,110.4183565295386,123.728564120407
3168,110.1306111494027,122.8714636448066
3169,109.8651161355232,122.0693113396953
3170,109.6202010528026,121.3229592978015
3171,109.3940042313825,120.6330237054891
3172,109.1844960751351,119.9998899030008
3173,108.9895068316447,119.423719274463
3174,108.8067605958241,118.8158979747745
3175,108.6339161900874,118.1761691692464
3176,108.4686140547538,117.5040872431155
3177,108.3085267251387,116.7990354280692
3178,108.1514093037436,116.060246414473
3179,107.9951459176212,115.2868254967456
3180,107.8377885979114,114.4777754934322
3181,107.6775861528427,113.6320224790784
3182,107.5130020540753,112.7484412985207
3183,107.342721723996,111.8258799030188
3184,107.1656506242495,110.8631817185339
3185,106.9809051023891,109.8592054823905
3186,106.7877980960239,108.8128422206182
3187,106.5858216398664,107.7230292513662
3188,106.3746278020062,106.5887612713646
3189,106.1540092992968,105.5312209670735
3190,105.9238806793987,104.5495403688272
3191,105.6842606466183,103.6429268133923
3192,105.4352558636313,102.8106647880677
3193,105.1770463800326,102.0521162249061
3194,104.9098727126197,101.3667195328319
3195,104.6340245201595,100.7539876277342
3196,104.349830766151,100.2135051895972
3197,104.0576512373944,99.74492534421567
3198,103.7578692765239,99.34796593682962
3199,103.450885587419,99.02240553716473
3200,103.1371129795157,98.7680792904055
3201,102.816971927632,98.58487470673094
3202,102.4908868361068,98.47272746315366
3203,102.159282908587,98.43161727533428
3204,101.8225835369255,98.32364189155484
3205,101.4812081339406,98.14885720968867
3206,101.1355703450293,97.90735158896172
3207,100.7860765827396,97.59924234052981
3208,100.4331248364122,97.22467241489854
3209,100.0771037159628,96.78380729130613
3210,99.71839169488103,96.27683207032752
3211,99.35735652267313,95.70394876794255
3212,98.99435478138048,95.0653738069975
3213,98.62973156455124,94.36133570024708
3214,98.26382026023165,93.59207291789234
3215,97.89694242224644,92.75783193163453
3216,97.52940771633195,91.85886542667541
3217,97.16151392963079,90.89543067274813
3218,96.79354703370629,89.86778804510816
3219,96.42578129263664,88.86750905738195
3220,96.05847940893872,87.89485641342446
3221,95.69189270108457,86.95009229525775
3222,95.32626130723843,86.03347739471036
3223,94.96181441057892,85.14527005155304
3224,94.59877048220385,84.28572549030201
3225,94.23733753815631,83.45509514823097
3226,93.8777134075773,82.65362608751487
3227,93.52008600939206,81.88156048481417
3228,93.1646336352843,81.13913519199365
3229,92.81152523701417,80.42658136204922
3230,92.46092071639647,79.74412413468693
3231,92.11297121648417,79.09198237635707
3232,91.7678194127004,78.47036846989285
3233,91.4255998028362,77.87948814923439
3234,91.08643899498378,77.34150271695205
3235,90.75045599260865,76.85660427299825
3236,90.41776247608213,76.4249780025742
3237,90.08846308009896,76.04680215209436
3238,89.762655666497,75.72224803207192
3239,89.44043159207628,75.45148004406997
3240,89.12187597108651,75.23465572908708
3241,88.80706793211542,75.07192583495568
3242,88.49608086916616,74.96343440052871
3243,88.188982686762,74.90931885461279
3244,87.8858360389597,74.90971012777771
3245,87.5866985621928,74.9647327753316
3246,87.29162310189987,75.07450510989936
3247,87.00065793292318,75.23913934217978
3248,86.7138469736905,75.45874172858554
3249,86.43122999421627,75.65446959905003
3250,86.1528428179795,75.82641776608735
3251,85.87871751775391,75.97467556091034
3252,85.60888260548255,76.09932699788945
3253,85.34336321630317,76.20045094103041
3254,85.08218128684317,76.27812127176841
3255,84.8253557279141,76.33240705745018
3256,84.57290259174559,76.36337271994438
3257,84.3248352339067,76.37107820388447
3258,84.08116447007063,76.35557914410555
3259,83.84189872778529,76.31692703189155
3260,83.6070441934182,76.25516937969766
3261,83.37660495444959,76.1703498840592
3262,83.1505831372925,76.06250858643935
3263,82.92897904082307,75.93168203180721
3264,82.71179126580905,75.77465509092094
3265,82.49901684042777,75.59145778158346
3266,82.29065134207009,75.38211708564805
3267,82.08668901563006,75.14665709709928
3268,81.88712288848492,74.8850991673003
3269,81.69194488237467,74.59746204737299
3270,81.50114592239493,74.28376202769982
3271,81.31471604332312,73.94401307455675
3272,81.13264449350318,73.57822696390535
3273,80.95491811022576,73.18641340502087
3274,80.8058834996107,72.76935843415404
3275,80.69948274528274,72.33027214249246
3276,80.61410346966959,71.871350477976
3277,80.52877716920572,71.39248508503907
3278,80.43675804163321,70.89236031667527
3279,80.33799851926277,70.45589563210892
3280,80.23662837236944,70.08195248639691
3281,80.14467673311599,69.77018234483965
3282,80.0897082959514,69.52199540144399
3283,80.12119232620138,69.34213979223618
3284,80.30489353273495,69.24023554360082
3285,80.70548026283446,69.23104194473228
3286,81.3736465540964,69.33321950932513
