Time (min),Blood Glucose (mg/dl),Sensor Glucose Readings(mg/dl)
1331,122.1005448423363,114.8789698301365
1332,122.4794298189704,114.9149733843759
1333,122.886839725151,114.9985756645269
1334,123.3201424663916,115.1295287731492
1335,123.7763904946763,115.3073553449003
1336,124.2523914452859,115.5313439760543
1337,124.7447840633815,115.8005517059016
1338,125.2501140836794,116.1138131425496
1339,125.7649056477676,116.4697554206661
1340,126.28572508104,116.8668179097657
1341,126.8092351328204,117.303275462053
1342,127.3322389159212,117.7772639805417
1343,127.8517136645705,118.2868071715526
1344,128.3648350380072,118.7656260456286
1345,128.8689930568717,119.2116001178829
1346,129.3618009210602,119.6225750110608
1347,129.8410979768425,119.9963857643217
1348,130.3049480282115,120.3308780901513
1349,130.7516340628509,120.6239273950489
1350,131.1796503159235,120.8734554859062
1351,131.5876924445194,121.0774449672024
1352,131.9746464438118,121.2339513966481
1353,132.3395768089785,121.3411133116898
1354,132.6817143372607,121.3971602693792
1355,133.0004438723398,121.4004190604424
1356,133.2952922173532,121.3493182675143
1357,133.565916381555,121.2423913396767
1358,133.8120922768076,121.0782783524747
1359,134.0337039417653,120.8928566686094
1360,134.2307333419211,120.6849804424087
1361,134.4032507709994,120.453609426721
1362,134.5514058621083,120.197807003375
1363,134.6754192044309,119.9167376097167
1364,134.7755745521049,119.6096636695068
1365,134.8522116055111,119.2759421252109
1366,134.9057193408642,118.915020657987
1367,134.9365298612661,118.5264336716062
1368,134.9451127408574,118.1097981071875
1369,134.9319698330777,117.6648091470233
1370,134.8976305140858,117.1912358579162
1371,134.8426473329087,116.6889168173259
1372,134.7675920407402,116.1577557592071
1373,134.6730519728964,115.5977172706662
1374,134.5596267581592,115.0561732531973
1375,134.4279253315559,114.5331974188944
1376,134.2785632279684,114.0289119656304
1377,134.1121601353258,113.5434836940365
1378,133.9293376874658,113.0771202648254
1379,133.7307174780508,112.6300666045345
1380,133.5169192781718,112.2026014654245
1381,133.2885594414693,111.7950341432414
1382,133.0462494817322,111.4077013548166
1383,132.7905948090057,111.040964275995
1384,132.5221936112462,110.6952057391277
1385,132.2416358695078,110.3708275883131
1386,131.9495024955265,110.0682481896909
1387,131.6463645813967,109.787900093373
1388,131.3327827518015,109.5302278430123
1389,131.009306609978,109.3039805326391
1390,130.6764742692633,109.1096206895564
1391,130.3348119626866,108.9476171027699
1392,129.9848337236491,108.8184431752821
1393,129.6270411312666,108.7225753989288
1394,129.2619231144434,108.6604919462761
1395,128.8899558092082,108.6326713740752
1396,128.5116024642651,108.6395914327946
1397,128.1273133901092,108.6817279768085
1398,127.7375259474199,108.7595539699039
1399,127.3426645707865,108.8735385808816
1400,126.9431408241286,109.0241463641531
1401,126.5393534844711,109.2118365203843
1402,126.1316886509949,109.4370622323891
1403,125.7205198765402,109.7002700716471
1404,125.3062083189632,109.943680799027
1405,124.8891029099657,110.1677262432828
1406,124.4695405392091,110.3728302214589
1407,124.047846251712,110.5594081851276
1408,123.6243334566953,110.7278669167638
1409,123.1993041461972,110.8786042726942
1410,122.7730491219236,111.0120089692396
1411,122.3458482289346,111.1284604088396
1412,121.9179705948898,111.2283285431162
1413,121.4896748736895,111.3119737699999
1414,121.0612094924563,111.3797468621989
1415,120.6328129008943,111.4319889244466
1416,120.2047138221603,111.4690313771121
1417,119.7771315044567,111.4911959638994
1418,119.350275972638,111.4987947815012
1419,118.9243482791921,111.450596072653
1420,118.4995407540203,111.3468928069045
1421,118.0760372525042,111.1879685080585
1422,117.6540134013991,110.9740973528274
1423,117.2336368421475,110.705544282625
1424,116.8150674712511,110.382565127062
1425,116.3984576773831,110.0054067378122
1426,115.9839525749638,109.5743071316106
1427,115.5716902339565,109.089495641231
1428,115.1618019056754,108.5511930733764
1429,114.7544122444272,107.9596118724913
1430,114.3496395248374,107.3149562895825
1431,113.9475958547343,106.6174225552024
1432,113.5483873834921,105.8671990558167
1433,113.1521145057509,105.0644665128377
1434,112.7588720604537,104.253788502407
1435,112.368749525158,103.43533096036
1436,111.9818312055932,102.6092527042633
1437,111.5981964204524,101.7757056170556
1438,111.2179196814192,100.9348348305759
1439,110.84107086844,100.0867789085587
1440,110.4677154002667,99.23167002871737
1441,110.0979144003002,98.36963416357474
1442,109.7317248577772,97.50079125973116
1443,109.3691997843472,96.62525541529484
1444,109.0103883660951,95.74313505522663
1445,108.6553361110713,94.85453310438055
1446,108.3040849923942,93.95954715804557
1447,107.9566735869961,93.05826964981853
1448,107.6131372100876,92.15078801665965
1449,107.2735080454179,91.34571048981311
1450,106.9378152714115,90.64311499624037
1451,106.6060851832652,90.04307494333794
1452,106.2783413110891,89.54565937162047
1453,105.9546045341802,89.15093310411802
1454,105.6348931915131,88.85895689243888
1455,105.3192231885402,88.66978755946208
1456,105.0076081003868,88.58347813863432
1457,104.7000592715327,88.60007800985704
1458,104.3965859120693,88.71963303195804
1459,104.0971951906206,88.94218567175099
1460,103.8018923240171,89.26777512969392
1461,103.5106806638116,89.69643746216427
1462,103.223561779723,90.22820570037506
1463,102.9405355400961,90.86310996596175
1464,102.6616001894617,91.42050821966873
1465,102.386752423282,91.90042509759947
1466,102.1159874599648,92.30288265343673
1467,101.8492991102278,92.62790046110445
1468,101.5866798438944,92.87549571431518
1469,101.3281208541988,93.04568332305575
1470,101.07361211968,93.13847600706642
1471,100.8231424637383,93.15388438636984
1472,100.5766996119311,93.09191706890942
1473,100.3342702470798,92.95258073535638
1474,100.0958400622585,92.73588022114647
1475,99.86139381173608,92.44181859580915
1476,99.63091535993712,92.07039723965073
1477,99.40438772849014,91.62161591785498
1478,99.18179314142645,91.09547285206439
1479,98.96311306859319,90.61598775610224
1480,98.74832826734162,90.18315596951015
1481,98.53741882255056,89.79697148854682
1482,98.33036418504282,89.45742702832212
1483,98.12714320845116,89.16451408272532
1484,97.9277341845884,88.91822298220933
1485,97.7321148773753,88.71854294949154
1486,97.54026255537744,88.56546215323128
1487,97.3521540230016,88.45896775974336
1488,97.16776565040001,88.39904598280566
1489,96.98707340212985,88.38568213161848
1490,96.81005286461341,88.41886065697207
1491,96.63667927244352,88.49856519567717
1492,96.46692753357671,88.6247786133139
1493,96.300772253456,88.79748304535097
1494,96.1381877581032,88.92531247533014
1495,95.97914811621952,89.00824769559948
1496,95.82362716033232,89.04626888249541
1497,95.67159850702419,89.03935563145578
1498,95.52303557627917,88.98748699075271
1499,95.37791160998067,88.89064149389198
1500,95.23619968959306,88.74879719072358
1501,95.09787275305932,88.56193167730812
1502,94.96290361094471,88.33002212458112
1503,94.8312649618561,88.05304530585745
1504,94.70292940716578,87.73097762321618
1505,94.57786946506644,87.36379513280527
1506,94.45605758398456,86.95147356910441
1507,94.33746615537713,86.4939883681831
1508,94.2220675259366,85.99131468999013
1509,94.10983400922778,85.51324270434041
1510,94.0007378967793,85.05974708210901
1511,93.89475146865192,84.63080227945154
1512,93.79184700350456,84.22638255655849
1513,93.6919967881789,83.84646199560564
1514,93.5951731268217,83.49101451793031
1515,93.50134834956415,83.1600139004625
1516,93.41049482077625,82.85343379143883
1517,93.32258494691379,82.57124772542645
1518,93.2375911839748,82.31342913768314
1519,93.15548604458164,82.07995137787903
1520,93.07624210470436,81.87078772320402
1521,92.99983201004038,81.6859113908852
1522,92.9262284820646,81.5252955501366
1523,92.85540432376429,81.38891333356351
1524,92.78733242507163,81.27772871053385
1525,92.72198576800692,81.19171477257268
1526,92.6593374315447,81.13084460574622
1527,92.59936059621455,81.0950913000903
1528,92.542028548448,81.08442795859253
1529,92.48731468468237,81.09882770574636
1530,92.43519251523196,81.13826369569384
1531,92.38563566793673,81.20270911997359
1532,92.33861789159812,81.29213721489043
1533,92.29411305921109,81.40652126852127
1534,92.25209517100137,81.54583462737267
1535,92.21253835727661,81.71005070270387
1536,92.17541688109914,81.89914297652925
1537,92.14070514078875,82.11308500731339
1538,92.10837767218459,82.35185043537152
1539,92.07872161816177,82.54336101400114
1540,92.05455447054986,82.68772492515905
1541,92.03776939212214,82.7853202125998
1542,92.0230534965988,82.836325422695
1543,92.00497953267255,82.84035557318501
1544,91.98133345614828,82.79672335996534
1545,91.95309756530322,82.70474027904426
1546,91.9277138552718,82.56412360906701
1547,91.92635995974699,82.37584656463555
1548,91.99172985128271,82.14364741757191
1549,92.18537004173757,81.87571457384051
1550,92.57134497324603,81.58529463805814
1551,93.20195671389908,81.28973138682137
1552,94.11536814443198,81.0088503567241
1553,95.33963455297987,80.76362930486225
1554,96.8956771326066,80.66143499114548
1555,98.7949858739359,80.72310147341865
1556,101.041900707189,80.9682723086501
1557,103.6351695808406,81.41495255818448
1558,106.5686519303354,82.07918614613828
1559,109.8318958803391,82.97481966510608
1560,113.410610819399,84.11333444516521
1561,117.2870550185935,85.50373223582778
1562,121.4403575006561,87.15246290658504
1563,125.8467944225794,89.0633853806221
1564,130.4800425892058,91.23775573015698
1565,135.311435631022,93.6742390769535
1566,140.3102504570428,96.36894464943734
1567,145.4440508524289,99.31548588637065
1568,150.6791094684944,102.5050695110792
1569,155.9809177678137,105.9105597051303
1570,161.3147765368235,109.5187575064311
1571,166.6464406744409,113.314544946751
1572,171.9427762077285,117.2811287282322
1573,177.1723797689206,121.4003197581899
1574,182.3061135165948,125.6528397288162
1575,187.3175205263157,130.0186429835699
1576,192.1831029600623,134.4772405923195
1577,196.8824628985874,139.0080139603115
1578,201.3979273804287,143.5905001108734
1579,205.7137061227107,148.2045565163794
1580,209.8184362261661,152.8306369662121
1581,213.7036040923467,157.4500694797977
1582,217.3631087084854,162.0452083322307
1583,220.7930127779507,166.599547477012
1584,223.9912940589624,171.0799830975847
1585,226.9576057318699,175.4725014683654
1586,229.6930513755266,179.7643866623973
1587,232.1999776664953,183.9442246698251
1588,234.4817861373892,188.0018893569624
1589,236.5427641158352,191.9285136281219
1590,238.3879341825731,195.7164488221957
1591,240.0229210203015,199.3592150202644
1592,241.4538342800693,202.8514445855857
1593,242.6871659971882,206.1888209195953
1594,243.7297010908294,209.3680141064769
1595,244.5884395429902,212.3866148389054
1596,245.2705289474175,215.2430677700397
1597,245.783206229995,217.9366052209552
1598,246.1337474577992,220.4671819865194
1599,246.3294247675591,222.8069297083842
1600,246.3774695515529,224.9570597252094
1601,246.2850411379244,226.9193220443283
1602,246.0592002921235,228.6959491368713
1603,245.7068869465784,230.2896026035743
1604,245.2349016371539,231.7033228091026
1605,244.6498901880684,232.9404815299383
1606,243.9583312424768,234.004737618169
1607,243.1665262846467,234.8999956493378
1608,242.2805918423387,235.630367495504
1609,241.3064535953456,236.2001367436879
1610,240.2498421488247,236.6137258639162
1611,239.1162902586468,236.875666019323
1612,237.9111313210253,236.9905694024581
1613,236.6394989606243,236.9631039765104
1614,235.306327570596,236.7404603571871
1615,233.9163536749053,236.3273512690842
1616,232.4741179981744,235.7284826121174
1617,230.9839681413875,234.9485365737354
1618,229.4500617733584,233.9921565258643
1619,227.8763702580874,232.863933588666
1620,226.2666826471837,231.5683947470384
1621,224.6246099745518,230.1099924100509
1622,222.9535897976701,228.4930953080726
1623,221.2568909361262,226.7219806271032
1624,219.5376183637249,224.8008272846875
1625,217.7987182155175,222.7337102566971
1626,216.0429828756056,220.5245958691644
1627,214.2730561155948,218.1773379741836
1628,212.4914382571781,215.6956749336445
1629,210.7004913355579,213.2390017319564
1630,208.9024442433131,210.8108195795449
1631,207.0993978369178,208.4145093009507
1632,205.293329990455,206.0533308777995
1633,203.4861005831667,203.7304234847533
1634,201.6794564093694,201.4488059675896
1635,199.8750360009624,199.2113777161744
1636,198.0743025203994,197.0209187350802
1637,196.2780660351735,194.8800606602538
1638,194.4875351214389,192.7912826184322
1639,192.7040044356074,190.756957961165
1640,190.9286779736875,188.7793587843379
1641,189.1626742465245,186.8606571209112
1642,187.4070311151408,185.002926476123
1643,185.6627103321952,183.2081436459357
1644,183.930601826132,181.4514781572721
1645,182.2115277572215,179.7347197323042
1646,180.5062463689625,178.0595680727416
1647,178.8154556538595,176.4276353777731
1648,177.1397968491269,174.8404489574243
1649,175.4798577751892,173.2994539180455
1650,173.8361760277683,171.8060158997984
1651,172.2092420327467,170.3614238487167
1652,170.5995019717537,168.9668928082537
1653,169.0073605854707,167.6235667172524
1654,167.4331838609201,166.3325212030502
1655,165.8773016084396,165.0947663599777
1656,164.3400099336176,163.9112495048843
1657,162.8215736091385,162.782857902532
1658,161.322228351241,161.7104214547807
1659,159.8421830053079,160.6916485459521
1660,158.3816216449691,159.7272622500874
1661,156.9407055890002,158.8179360816582
1662,155.5195753402305,157.9642964969114
1663,154.1183524506274,157.1669253411961
1664,152.7371413167005,156.426362240678
1665,151.3760309093598,155.7431069373655
1666,150.0350964423687,155.1176215668389
1667,148.7144009835542,154.5503328785034
1668,147.413997012971,154.0416343985783
1669,146.1339279322655,153.5918885363949
1670,144.8742295295471,153.2014286349109
1671,143.634931404152,152.8705609666559
1672,142.4160583557824,152.5995666766145
1673,141.217631742611,152.3887036738237
1674,140.0396708130778,152.208689731264
1675,138.8821940162557,152.0597417661675
1676,137.7452202958431,151.9420588485135
1677,136.6287703730426,151.8558239103115
1678,135.5328680238188,151.8012054162152
1679,134.4575413562951,151.7783589986988
1680,133.4028240943445,151.7874290612736
1681,132.3687568737731,151.8285503534676
1682,131.3553707713724,151.9018492041622
1683,130.6525842333667,152.017420083343
1684,130.3665551155765,152.209277065775
1685,130.4231541595096,152.5057466950443
1686,130.757736719887,152.9263768058861
1687,131.314246131205,153.483537084451
1688,132.0444646616492,154.1838030923047
1689,132.9073144486244,154.895820024513
1690,133.8681569018454,155.6179892422574
1691,134.898079946859,156.3460059118503
1692,135.9731877792117,157.0735853018254
1693,137.0739168500139,157.7930608232696
1694,138.1843996642595,158.4958687448859
1695,139.2918907545269,159.1729348011174
1696,140.38626130611,159.8149774681963
1697,141.4595625589582,160.4127416305291
1698,142.5028271402749,160.9571026414879
1699,143.5014693392793,161.4386570441123
1700,144.4431453031346,161.8476039472284
1701,145.3186124937624,162.17405911869
1702,146.121236786139,162.408318877301
1703,146.8465352843658,162.5410573323187
1704,147.4917716752875,162.7547414835548
1705,148.055609428655,163.0411766015798
1706,148.5378211366673,163.3928377972447
1707,148.9390486637975,163.8028982346447
1708,149.2606073620644,164.2652352872331
1709,149.5043274683455,164.7744202707792
1710,149.6724263149422,165.3256962807777
1711,149.7674057729764,165.9149477163011
1712,149.7919701983065,166.53866428666
1713,149.7489609539809,167.1939016572477
1714,149.6413042951388,167.8782403769033
1715,149.4719700083153,168.5897443205878
1716,149.2439387006999,169.3269195591912
1717,148.9601760468978,170.0886743163204
1718,148.6236126343889,170.8742804760155
1719,148.2371283173513,171.5443095220542
1720,147.8035402036604,172.0986528333132
1721,147.3255935719214,172.5374618516098
1722,146.805955152832,172.8611178916923
1723,146.2472083189809,173.0702041537064
1724,145.6518498149743,173.1654798942676
1725,145.0222877300525,173.1478566864186
1726,144.3608404717093,173.0183766808889
1727,143.6697365440895,172.7781927693704
1728,142.951114971391,172.4285505435196
1729,142.2070262359108,171.9707719399779
1730,141.4394336241753,171.4062404609678
1731,140.6502148939,170.7363878612831
1732,139.841164190227,169.9626821952092
1733,139.0139941524914,169.0866171206517
1734,138.1703381632409,168.1288825920364
1735,137.3117526998158,167.0909959293002
1736,136.4397197558538,165.9744745537438
1737,135.5556493058995,164.780829388504
1738,134.6608817911037,163.5115590758235
1739,133.756690607974,162.1681449386606
1740,132.8442845854451,160.7520466192335
1741,131.9248104382775,159.264698331965
1742,130.9993551870869,157.7075056729475
1743,130.0689485372133,156.0818429324752
1744,129.1345652102391,154.3890508613745
1745,128.1971272232964,152.6304348458022
1746,127.2575061124305,150.8072634488784
1747,126.3165250972178,148.9207672809708
1748,125.3749611846288,146.9721381636739
1749,124.4335472107829,145.026204314855
1750,123.4929738197964,143.084078488238
1751,122.5538913793868,141.1468335969386
1752,121.6169118332816,139.215502759379
1753,120.6826104908053,137.2910795048953
1754,119.75152775428,135.3745181190395
1755,118.8241707851021,133.466734110447
1756,117.9010151095338,131.5686047828587
1757,116.9825061654004,129.6809698974603
1758,116.0690607910005,127.8046324121559
1759,115.1610686576362,125.9403592857132
1760,114.2588936472394,124.0888823359364
1761,113.3628751766343,122.250899142135
1762,112.4733294700138,120.427073983171
1763,111.5905507812395,118.6180388032957
1764,110.7148125675964,116.9165445385371
1765,109.8463686166402,115.3231614386602
1766,108.9854541277812,113.8384304174438
1767,108.1322867502471,112.4628640676399
1768,107.2870675790543,111.1969476760718
1769,106.4499821106116,110.041140235154
1770,105.6212011595603,108.9958754475964
1771,104.8008817384413,108.0615627214917
1772,103.9891679017567,107.2385881533757
1773,103.1861915559772,106.5273154972127
1774,102.3920732370238,105.9280871175756
1775,101.6069228567312,105.4412249255861
1776,100.8308404197823,105.0670312964436
1777,100.063916712581,104.8057899676088
1778,99.30623396551489,104.6577669169246
1779,98.55786649004071,104.4782670307028
1780,97.81888129201357,104.267523319219
1781,97.08933866266642,104.0257535427406
1782,96.3692927486387,103.7531610058321
1783,95.65879210244668,103.4499353305734
1784,94.95788021478539,103.1162532088918
1785,94.2665960300537,102.7522791343169
1786,93.58497444650023,102.3581661135628
1787,92.91304680239824,101.9340563584349
1788,92.25084134967418,101.4800819586374
1789,91.59838371643629,100.9963655361398
1790,90.95569735987839,100.4830208818278
1791,90.32280401106908,99.94015357523658
1792,89.69972411318035,99.36786158822969
1793,89.08647725476017,98.76623587354956
1794,88.48308259971539,98.19481531399366
1795,87.8895593157411,97.65367853422343
1796,87.30592700301398,97.1428988248967
1797,86.73220612506063,96.66254468126316
1798,86.16841844381692,96.21268033224152
1799,85.61458746101353,95.79336626130856
1800,85.07073886815616,95.4046597206089
1801,84.53690100751719,95.04661523977832
1802,84.01310534671944,94.71928513106371
1803,83.49938696967273,94.42271999242121
1804,82.99578508681991,94.15696921037937
1805,82.50234356785997,93.92208146456936
1806,82.01911150034095,93.71810523594826
1807,81.54614377775071,93.54508932087519
1808,81.08350172097606,93.40308335334305
1809,80.63125373724196,93.22193874561708
1810,80.18947602087371,93.00170841871068
1811,79.75825330042962,92.7424477722548
1812,79.33767963691145,92.4442152655236
1813,78.9278592778434,92.10707302052175
1814,78.52890757197943,91.73108745039445
1815,78.14094877367302,91.31632989685737
1816,77.82332315697292,90.86480717063607
1817,77.59018912171915,90.38365429090513
1818,77.37778828578548,89.87573462970037
1819,77.15494154902893,89.33918611526792
1820,76.91709914847104,88.77092924903798
1821,76.66770001920585,88.16817904339064
1822,76.41632052161246,87.52896908143573
1823,76.18425765803094,86.85284792316675
1824,76.01326758759802,86.182948419823
1825,75.96948925448454,85.52632444438187
1826,76.13233306164113,84.89609541382804
1827,76.57418041172099,84.31116493991372
1828,77.34862539640291,83.79442359016019
1829,78.49137115573478,83.3706703865482
1830,80.02611519457086,83.06509120400548
1831,81.9680359334775,82.90235592522912
1832,84.32097511958344,82.90576276330727
1833,87.08144219267339,83.09649177443526
1834,90.24049799403444,83.493248832789
1835,93.78437386977583,84.11202710203642
1836,97.69498336882711,84.96594065305818
1837,101.9503482586552,86.06511502701616
1838,106.5249603630689,87.41662288602213
1839,111.3901022842477,89.05075932829439
1840,116.5141529379855,90.96843756936889
1841,121.8629069335016,93.16752242557921
1842,127.399938333346,95.6428882571116
1843,133.0870368793064,98.38650755551924
1844,138.8847362442079,101.3875749230971
1845,144.7529385747112,104.6326718732852
1846,150.6516193782743,108.1059768757215
1847,156.5415762462267,111.7895222773842
1848,162.3851699182277,115.6634955509655
1849,168.1470015552142,119.7065776165786
1850,173.794477167769,123.8963068248055
1851,179.2982263409002,128.2094544909986
1852,184.6323625457076,132.6223970961841
1853,189.774591094168,137.1114713504568
1854,194.7061845547152,141.6725549864483
1855,199.4118324842703,146.2828485257087
1856,203.8780963077158,150.920326369586
1857,208.0952603766773,155.5638773558072
1858,212.0571608860036,160.1935971306274
1859,215.7600235623679,164.7909292088946
1860,219.2021812752044,169.3387457418945
1861,222.3838041371668,173.8213961232094
1862,225.309367580484,178.2247770419323
1863,227.9904297899276,182.5369250392822
1864,230.4305550201912,186.7475768278543
1865,232.6340038109464,190.8477309317089
1866,234.6059216506779,194.8296210675942
1867,236.3521773302115,198.686677072848
1868,237.8792221990051,202.4134757764506
1869,239.1939679550244,205.8862330778051
1870,240.3036807809008,209.1016451117491
1871,241.2158898427319,212.0573718700901
1872,241.9383083753274,214.7519704350396
1873,242.4787657778932,217.1848276337235
1874,242.84514933082,219.3560930918637
1875,243.0453543143559,221.2666134595843
1876,243.0872414624968,222.9178684101232
1877,242.9786008206942,224.3119088684841
1878,242.7271211949556,225.4512978076761
1879,242.3403644839645,226.3390538515489
1880,241.8257442764929,226.9785978422199
1881,241.190508175147,227.3737024639602
1882,240.4417233758224,227.5284449618386
1883,239.5862650914958,227.4471629503929
1884,238.630807460342,227.2884645537771
1885,237.5818166227131,227.0570876901724
1886,236.4455456901821,226.7579160962825
1887,235.2280313634526,226.3959468684748
1888,233.9350919851736,225.9762606876277
1889,232.5723268391784,225.5039946065163
1890,231.145116529911,224.9843172735431
1891,229.6586242952568,224.422406463929
1892,228.1177981230426,223.8234287886638
1893,226.5273735564341,223.1925214522121
1894,224.8918770866247,222.5347759318629
1895,223.2156300428102,221.8552234544499
1896,221.5027528996903,221.1588221497305
1897,219.7571699318025,220.4504457638184
1898,217.9826141520284,219.7348738205711
1899,216.182632478748,218.8909457808486
1900,214.3605910824643,217.923228468353
1901,212.5196808683748,216.8361726081298
1902,210.6629230564157,215.6341077565682
1903,208.7931748248084,214.3212381929419
1904,206.9131349871805,212.9016396902808
1905,205.0253496769428,211.3792570882352
1906,203.1322180158483,209.7579025953351
1907,201.2359977465701,208.0412547526429
1908,199.3388108117487,206.2328579952186
1909,197.4424379713406,204.3361189325192
1910,195.5480728625457,202.3542601964881
1911,193.6574800511062,200.2903516912027
1912,191.7723329672108,198.1473428519791
1913,189.8941915034029,195.9280630512346
1914,188.0245079548087,193.750895084949
1915,186.1646326240122,191.6184312252786
1916,184.3158191339075,189.5331475218884
1917,182.4792294823643,187.4974057934501
1918,180.6559388652649,185.513455884035
1919,178.8469402889,183.5834381407124
1920,177.0531489884609,181.7093860742853
1921,175.2754066661365,179.8932291698717
1922,173.5144855598739,178.1367958181338
1923,171.7710923520227,176.4418163414928
1924,170.0458719256954,174.8099260927406
1925,168.3394109756525,173.2426686061444
1926,166.6522414797562,171.7414987835134
1927,164.9848440364852,170.3077860997857
1928,163.3376510735965,168.9428178145624
1929,161.7110499327378,167.6129652007406
1930,160.1053858346141,166.3193606875809
1931,158.5209647291757,165.0630640475152
1932,156.9580560352103,163.8450655265865
1933,155.4168952736688,162.6662889348289
1934,153.8976865990286,161.5275946908235
1935,152.4006052329926,160.4297828155771
1936,150.9257998048265,159.3735958716908
1937,149.4733946026588,158.3597218445377
1938,148.0434917400931,157.3887969628553
1939,146.636173242516,156.4614084567815
1940,145.2515030575269,155.5780972519422
1941,143.889528993965,154.7393605987179
1942,142.5502845940626,153.945654636306
1943,141.2337909433231,153.1973968916363
1944,139.9400584227898,152.37457849424
1945,138.6690884084666,151.477546985413
1946,137.4208749227404,150.5066184066486
1947,136.1954062427768,149.4620795463709
1948,134.9926664709858,148.3441901274504
1949,133.8126370728065,147.1531849376596
1950,132.6552983872292,145.8892759055046
1951,131.5206311156717,144.5526541241534
1952,130.4086177950466,143.1434918264473
1953,129.319244261113,141.6619443142514
1954,128.2525011084909,140.1081518456681
1955,127.2083851540419,138.4822414839091
1956,126.1869009106853,136.7843289118999
1957,125.1880620791275,135.0145202169767
1958,124.2118930654391,133.17291365034
1959,123.2584305329241,131.4197624014855
1960,122.3277249972878,129.7551542519594
1961,121.419842474729,128.1791743255704
1962,120.5348661932616,126.6919068001509
1963,119.672898378307,125.2934366225869
1964,118.8340621243897,123.9838512340409
1965,118.0185033656137,122.7632423127731
1966,117.2263929584786,121.6317075424774
1967,116.4579288915019,120.5893524146012
1968,115.7133386370189,119.6362920736983
1969,114.9928816613974,118.7726532154714
1970,114.2968521106733,117.9985760477916
1971,113.6255816892182,117.314216325615
1972,112.9794427493671,116.7197474713339
1973,112.3588516098344,116.2153627926795
1974,111.7642721200126,115.7401233891061
1975,111.1962194856125,115.2942694462623
1976,110.6552643681988,114.878068401593
1977,110.1420372665003,114.4918176805385
1978,109.6572331802807,114.1358475937193
1979,109.2016165471746,113.8105244057012
1980,108.7760264280999,113.5162535834804
1981,108.3813818961866,113.2534832290066
1982,108.0186875557613,113.0227076943883
1983,107.6890390794483,112.8244713702592
1984,107.3936286000352,112.6593726263313
1985,107.1337497259855,112.5280678673854
1986,106.9108018614791,112.4312756466027
1987,106.7262933995104,112.3697807497183
1988,106.5818432160419,112.3444381262313
1989,106.4791797219221,112.3278931125889
1990,106.4201365275138,112.321151248776
1991,106.4066435484375,112.3252970814587
1992,106.4407121441973,112.3414950920772
1993,106.5244126631462,112.3709888698955
1994,106.6598426146665,112.4150979240236
1995,106.8490836733817,112.4752114207736
1996,107.094145935513,112.5527780430844
1997,107.3968984052899,112.6492911213527
1998,107.7589856955553,112.7662682118864
1999,108.1817324424099,112.9052244373152
2000,108.6660389195243,113.0676391876905
2001,109.2122735964215,113.2549162331623
2002,109.8201705321643,113.4683379122987
2003,110.4887409958871,113.7090147861166
2004,111.2162089982407,113.9580789997656
2005,111.9999791171643,114.216139688558
2006,112.8366420928333,114.483480224195
2007,113.7220195953932,114.7600160505192
2008,114.6512451467845,115.0452620331206
2009,115.618874326848,115.3383114309373
2010,116.6190148436555,115.6378276618985
2011,117.6454661269325,115.9420490270125
2012,118.6918587044682,116.2488056292411
2013,119.7517853245935,116.5555469872842
2014,120.8189180521933,116.8593783574163
2015,121.8871078991523,117.1571035435053
2016,122.9504656062791,117.4452719625647
2017,124.0034237933492,117.7202278864981
2018,125.0407817957892,117.978160041306
2019,126.0577351589677,118.2301545995295
2020,127.0498920555628,118.4722322336085
2021,128.0132789290064,118.700395603781
2022,128.9443375374411,118.9106685410056
2023,129.8399153502318,119.0991311203103
2024,130.6972509852569,119.2619504753804
2025,131.5139561048612,119.3954073581431
2026,132.2879949326861,119.4959185625186
2027,133.0176623239034,119.5600554146513
2028,133.7015611222953,119.5845585883159
2029,134.3385793696222,119.566349539008
2030,134.9278677938671,119.5025388681461
2031,135.4688178901307,119.3904319338384
2032,135.9610408176056,119.2275320201421
2033,136.4043472646665,119.011541365387
2034,136.7987283783862,118.8349182301829
2035,137.1443378118477,118.6957586864045
2036,137.441474909986,118.5923507484668
2037,137.6905690302704,118.5231694861842
2038,137.8921649766303,118.4868712175334
2039,138.04690951221,118.4822869628057
2040,138.1555389076994,118.5084153217799
2041,138.2188674762153,118.5644149168216
2042,138.2377770422742,118.6495965273723
2043,138.2132072907499,118.7634150251942
2044,138.146146941381,118.9054612050008
2045,138.0376256950498,119.0754535917126
2046,137.8887068994103,119.2732302934872
2047,137.7004808832949,119.4987409588106
2048,137.4740589115134,119.7520388862409
2049,137.210567714044,119.9267618430931
2050,136.9111445461202,120.0231475601442
2051,136.5769327382576,120.0415150259015
2052,136.2090776977976,119.9822575349279
2053,135.8087233260259,119.8458360211805
2054,135.3770088173324,119.6327726865629
2055,134.9150658091874,119.3436449310594
2056,134.4240158539179,118.9790795875411
2057,133.9049681853544,118.5397474615374
2058,133.3590177553954,118.0263581739115
2059,132.7872435173926,117.4396553024015
2060,132.1907069349976,116.7804118163545
2061,131.5704506967412,116.0494257976457
2062,130.9274976181285,115.2475164396991
2063,130.262849714452,114.3755203156793
2064,129.5774874288343,113.5836900792143
2065,128.8723690012314,112.8728868958511
2066,128.1484299936569,112.2439796327534
2067,127.4053040525334,111.6978073165443
2068,126.6388401662843,111.2349303417695
2069,125.8440188925033,110.855398033381
2070,125.0202944399819,110.5589955330533
2071,124.1697124451701,110.3456219929403
